"['丰台', '刘家窑']",顺六条,350,51874.9,"['2室1厅1卫', '低楼层 (共6层)', '67.47㎡', '平层', '板楼', '南', '混合结构', '精装', '一梯三户', '集中供暖', '70年']","['2019年10月30日\n                                                                    ', '已购公房\n                                                                    ', '2004年09月03日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
49601元/㎡
",1995年建成,板楼,2栋
"['朝阳', '垡头']",金蝉北里21号院,304,46935.3,"['2室1厅1卫', '中楼层 (共6层)', '64.77㎡', '平层', '40.22㎡', '板楼', '南', '砖混结构', '简装', '一梯三户', '集中供暖', '70年']","['2019年09月22日\n                                                                    ', '已购公房\n                                                                    ', '2008年01月25日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
44813元/㎡
",1992年建成,板楼,7栋
"['丰台', '草桥']",南珠苑,369,51321.3,"['2室1厅1卫', '高楼层 (共18层)', '71.9㎡', '平层', '塔楼', '东南', '钢混结构', '精装', '两梯十户', '集中供暖', '有', '70年']","['2020年03月04日\n                                                                    ', '商品房\n                                                                    ', '2011年08月26日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
54789元/㎡
",1998年建成,塔楼/板楼,6栋
"['丰台', '看丹桥']",新华街六里,285,45023.7,"['2室1厅1卫', '高楼层 (共6层)', '63.3㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯三户', '集中供暖', '70年']","['2019年11月23日\n                                                                    ', '商品房\n                                                                    ', '2014年02月19日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
50049元/㎡
",1994年建成,板楼,7栋
"['丰台', '玉泉营']",鸿业兴园二区,435,49392.5,"['2室2厅1卫', '高楼层 (共18层)', '88.07㎡', '平层', '72.58㎡', '板楼', '南 北', '钢混结构', '简装', '一梯三户', '自供暖', '有', '70年']","['2019年05月16日\n                                                                    ', '限价商品房\n                                                                    ', '2011年12月01日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
52235元/㎡
",2009年建成,塔楼/板楼/塔板结合,14栋
"['房山', '长阳']",加州水郡三期,251,29707.7,"['2室1厅1卫', '中楼层 (共15层)', '84.49㎡', '平层', '68.09㎡', '板楼', '南 北', '钢混结构', '精装', '两梯四户', '自供暖', '有', '70年']","['2019年09月27日\n                                                                    ', '商品房\n                                                                    ', '2011年07月15日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
31152元/㎡
",2007年建成,塔楼/板楼/塔板结合,54栋
"['朝阳', '四惠']",壹线国际,490,43225.1,"['2室1厅1卫', '低楼层 (共9层)', '113.36㎡', '平层', '暂无数据', '板塔结合', '南 北', '钢混结构', '简装', '两梯十九户', '集中供暖', '有', '70年']","['2017年03月02日\n                                                                    ', '商品房\n                                                                    ', '2008年03月27日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
60870元/㎡
",2000年建成,板楼/塔板结合,14栋
"['门头沟', '门头沟其它']",东方小区,133,18261.7,"['3室1厅1卫', '中楼层 (共4层)', '72.83㎡', '平层', '62.48㎡', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖', '70年']","['2018年11月05日\n                                                                    ', '商品房\n                                                                    ', '2013年12月03日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
19698元/㎡
",1986年建成,板楼,8栋
"['朝阳', '南沙滩']",北沙滩4号院,365,61026.6,"['2室1厅1卫', '中楼层 (共6层)', '59.81㎡', '平层', '板楼', '东 西', '混合结构', '精装', '一梯两户', '集中供暖', '70年']","['2019年06月19日\n                                                                    ', '商品房\n                                                                    ', '2013年03月27日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
66291元/㎡
",1988年建成,板楼,2栋
"['海淀', '西三旗']",沁春家园,360,55909.3,"['1室1厅1卫', '低楼层 (共6层)', '64.39㎡', '平层', '54.19㎡', '板楼', '东南', '混合结构', '简装', '一梯两户', '自供暖', '70年']","['2019年11月23日\n                                                                    ', '商品房\n                                                                    ', '2005年07月08日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
51014元/㎡
",1999年建成,塔楼/板楼,14栋
"['通州', '梨园']",梨花园,289,35816.1,"['2室1厅1卫', '高楼层 (共7层)', '80.69㎡', '平层', '板楼', '南 北', '混合结构', '简装', '一梯三户', '集中供暖', '70年']","['2019年12月08日\n                                                                    ', '已购公房\n                                                                    ', '2010年12月06日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
40110元/㎡
",1990年建成,板楼,17栋
"['东城', '崇文门']",新怡家园,1320,130874,"['2室1厅1卫', '高楼层 (共13层)', '100.86㎡', '平层', '87.28㎡', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有', '70年']","['2018年09月08日\n                                                                    ', '商品房\n                                                                    ', '2010年08月13日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
121193元/㎡
",2004年建成,板楼,8栋
"['大兴', '黄村中']",三合南里,269,33620.8,"['2室1厅1卫', '高楼层 (共6层)', '80.01㎡', '平层', '板楼', '南 北', '混合结构', '简装', '一梯两户', '集中供暖', '70年']","['2019年10月04日\n                                                                    ', '商品房\n                                                                    ', '2014年10月10日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
37924元/㎡
",1994年建成,板楼,29栋
"['丰台', '马家堡']",西马金润二区,428,45104.9,"['3室1厅1卫', '中楼层 (共13层)', '94.89㎡', '平层', '板塔结合', '东 西', '钢混结构', '精装', '四梯两户', '集中供暖', '有', '70年']","['2019年11月13日\n                                                                    ', '商品房\n                                                                    ', '2007年04月12日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
53986元/㎡
",1996年建成,塔楼/板楼/塔板结合,23栋
"['丰台', '刘家窑']",宋家庄家园,210,40848.1,"['1室1厅1卫', '低楼层 (共29层)', '51.41㎡', '平层', '43.13㎡', '塔楼', '西', '钢混结构', '简装', '三梯十二户', '自供暖', '有', '70年']","['2018年10月08日\n                                                                    ', '一类经济适用房\n                                                                    ', '2010年12月14日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
49323元/㎡
",2010年建成,塔楼,13栋
"['大兴', '大兴其它']",首座御园二区二期,365,30230.2,"['3室2厅1卫', '低楼层 (共14层)', '120.74㎡', '平层', '板塔结合', '南 北', '钢混结构', '精装', '一梯四户', '集中供暖', '有', '70年']","['2019年03月20日\n                                                                    ', '二类经济适用房\n                                                                    ', '2018年03月21日\n                                                                    ', '普通住宅\n                                                                    ', '暂无数据\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
32463元/㎡
",2015年建成,塔板结合,12栋
"['东城', '陶然亭']",永铁苑,430,61719.5,"['2室1厅1卫', '低楼层 (共22层)', '69.67㎡', '平层', '塔楼', '南', '钢混结构', '精装', '三梯十二户', '集中供暖', '有', '70年']","['2019年12月07日\n                                                                    ', '商品房\n                                                                    ', '2016年02月18日\n                                                                    ', '普通住宅\n                                                                    ', '满两年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
64542元/㎡
",2000年建成,塔楼,5栋
"['门头沟', '大峪']",新桥路小区,178,34650.6,"['1室1厅1卫', '低楼层 (共6层)', '51.37㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯两户', '集中供暖', '70年']","['2019年05月17日\n                                                                    ', '商品房\n                                                                    ', '2015年08月31日\n                                                                    ', '普通住宅\n                                                                    ', '满两年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
32293元/㎡
",1983年建成,板楼,10栋
"['房山', '韩村河']",大自然新城雅苑,120,17569.5,"['1室1厅1卫', '高楼层 (共6层)', '68.3㎡', '平层', '59.84㎡', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖', '70年']","['2019年06月15日\n                                                                    ', '商品房\n                                                                    ', '2014年10月16日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
16688元/㎡
",2003年建成,板楼,32栋
"['房山', '长阳']",加州水郡四期,259,29239.1,"['2室1厅1卫', '中楼层 (共14层)', '88.58㎡', '平层', '74.78㎡', '塔楼', '西', '钢混结构', '精装', '两梯六户', '自供暖', '有', '70年']","['2019年05月22日\n                                                                    ', '商品房\n                                                                    ', '2014年01月09日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
31658元/㎡
",2010年建成,塔楼/板楼/塔板结合,42栋
"['石景山', '鲁谷']",远洋山水,388,57455.9,"['2室1厅1卫', '低楼层 (共26层)', '67.53㎡', '平层', '51.89㎡', '板塔结合', '东', '钢混结构', '精装', '三梯十二户', '集中供暖', '有', '70年']","['2019年07月21日\n                                                                    ', '商品房\n                                                                    ', '2018年07月09日\n                                                                    ', '普通住宅\n                                                                    ', '暂无数据\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
64993元/㎡
",2003年建成,塔楼/板楼/塔板结合,31栋
"['昌平', '东关']",宁馨苑,268,39786.2,"['1室1厅1卫', '高楼层 (共17层)', '67.36㎡', '平层', '板楼', '东 南', '钢混结构', '精装', '一梯四户', '集中供暖', '有', '70年']","['2019年10月29日\n                                                                    ', '商品房\n                                                                    ', '2014年12月05日\n                                                                    ', '普通住宅\n                                                                    ', '满五年\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
33727元/㎡
",2001年建成,板楼,29栋
"['朝阳', '定福庄']",定福庄西街,208,33537.6,"['2室0厅1卫', '高楼层 (共6层)', '62.02㎡', '平层', '44.99㎡', '板楼', '东北', '混合结构', '简装', '一梯四户', '集中供暖', '70年']","['2019年11月20日\n                                                                    ', '商品房\n                                                                    ', '2018年12月24日\n                                                                    ', '普通住宅\n                                                                    ', '暂无数据\n                                                                    ', '非共有\n                                                                    ', '已上传房本照片\n                                                                    ']","
47849元/㎡
",1977年建成,塔楼/板楼,25栋
